"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","negative regulation of cell death","GO:0060548","0.0000018948026468084749","5.722436017287171","996","27","11","19513","ATF4,TIMP1,CDKN1A,PTEN,HDAC1,STAT3,TP53,RB1,CD44,PPARA,PTK2B"
"GO:BP","developmental process","GO:0032502","0.000001990291492589624","5.701083313362926","6495","27","23","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,FOXN1,ABCB5"
"GO:BP","negative regulation of cellular biosynthetic process","GO:0031327","0.0000020299788377896243","5.692508489514913","1574","27","13","19513","ATF4,XRCC5,CDKN1A,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,FOXF2,PPARA,HOXD8"
"GO:BP","positive regulation of macromolecule biosynthetic process","GO:0010557","0.0000020299788377896243","5.692508489514913","1908","27","14","19513","ATF4,XRCC5,YES1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","regulation of transferase activity","GO:0051338","0.0000020299788377896243","5.692508489514913","1008","27","11","19513","XRCC5,CDKN1A,PTEN,TGFBR2,CCND1,SMAD7,MAP3K2,TP53,RB1,CD44,PTK2B"
"GO:BP","positive regulation of nucleobase-containing compound metabolic process","GO:0045935","0.000002035946064508241","5.691233731343488","1911","27","14","19513","ATF4,XRCC5,YES1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","transcription by RNA polymerase II","GO:0006366","0.0000020736659932509593","5.6832611944125695","2285","27","15","19513","ATF4,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","response to alcohol","GO:0097305","0.0000020736659932509593","5.6832611944125695","256","27","7","19513","CDKN1A,PTEN,TGFBR2,CCND1,STAT3,PPARA,PTK2B"
"GO:BP","response to UV","GO:0009411","0.0000020736659932509593","5.6832611944125695","148","27","6","19513","ATF4,TIMP1,CDKN1A,CCND1,MMP2,TP53"
"GO:BP","response to chemical","GO:0042221","0.000002165546994718846","5.664432387170519","4636","27","20","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MMP2,TP53,RB1,CD44,PPARA,PFKP,PTK2B,DAPK2"
"GO:BP","negative regulation of biosynthetic process","GO:0009890","0.000002207566222915643","5.6560862595214205","1603","27","13","19513","ATF4,XRCC5,CDKN1A,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,FOXF2,PPARA,HOXD8"
"GO:BP","negative regulation of nucleic acid-templated transcription","GO:1903507","0.000002207566222915643","5.6560862595214205","1301","27","12","19513","ATF4,XRCC5,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,FOXF2,PPARA,HOXD8"
"GO:BP","negative regulation of RNA biosynthetic process","GO:1902679","0.0000022114114326942685","5.655330449494647","1303","27","12","19513","ATF4,XRCC5,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,FOXF2,PPARA,HOXD8"
"GO:BP","positive regulation of cellular protein metabolic process","GO:0032270","0.000002242289953748433","5.64930822886379","1610","27","13","19513","XRCC5,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,CD44,PTK2B"
"GO:BP","anatomical structure morphogenesis","GO:0009653","0.000002439275058103713","5.612739224909181","2729","27","16","19513","ATF4,PTEN,TGFBR2,DICER1,SMAD7,HDAC1,STAT3,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","positive regulation of gene expression","GO:0010628","0.000002455638625540027","5.609835544078609","2332","27","15","19513","ATF4,XRCC5,YES1,PTEN,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","tube development","GO:0035295","0.000002636384182458515","5.578991302665149","1055","27","11","19513","CDKN1A,PTEN,TGFBR2,DICER1,SMAD7,STAT3,MMP2,RB1,FOXF2,PTK2B,FOXN1"
"GO:BP","anatomical structure development","GO:0048856","0.000002823533389910841","5.549207072114002","5978","27","22","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,FOXN1,ABCB5"
"GO:BP","response to organonitrogen compound","GO:0010243","0.000002849730152166085","5.545196262438406","1066","27","11","19513","ATF4,TIMP1,CDKN1A,PTEN,CCND1,HDAC1,STAT3,MMP2,TP53,PPARA,PTK2B"
"GO:BP","positive regulation of cellular biosynthetic process","GO:0031328","0.000003087548442180491","5.510386219803002","2008","27","14","19513","ATF4,XRCC5,YES1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","circulatory system development","GO:0072359","0.000003137902747536492","5.503360520552382","1079","27","11","19513","CDKN1A,PTEN,TGFBR2,SMAD7,STAT3,MMP2,TP53,RB1,PPARA,PTK2B,FOXN1"
"GO:BP","positive regulation of biosynthetic process","GO:0009891","0.0000036485107187519603","5.437884373520402","2039","27","14","19513","ATF4,XRCC5,YES1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","positive regulation of protein metabolic process","GO:0051247","0.000003741603710979583","5.426942212359453","1699","27","13","19513","XRCC5,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,CD44,PTK2B"
"GO:BP","response to X-ray","GO:0010165","0.000003802941504855936","5.419880354660377","32","27","4","19513","XRCC5,CDKN1A,CCND1,TP53"
"GO:BP","cell differentiation","GO:0030154","0.000003857558773723121","5.4136874483084485","4287","27","19","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MMP2,TP53,RB1,FOXF2,PPARA,PTK2B,FOXN1,ABCB5"
"GO:BP","negative regulation of RNA metabolic process","GO:0051253","0.000004111372987316848","5.38601312186097","1401","27","12","19513","ATF4,XRCC5,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,FOXF2,PPARA,HOXD8"
"GO:BP","phosphate-containing compound metabolic process","GO:0006796","0.000004169310227434797","5.379935788958498","3312","27","17","19513","XRCC5,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,PPARA,PFKP,PTK2B,DAPK2"
"GO:BP","response to organic substance","GO:0010033","0.000004310159191627094","5.365506689289742","3322","27","17","19513","ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MMP2,TP53,CD44,PPARA,PFKP,PTK2B"
"GO:BP","cellular response to UV","GO:0034644","0.0000043164994607255475","5.364868309010656","88","27","5","19513","ATF4,TIMP1,CDKN1A,MMP2,TP53"
"GO:BP","negative regulation of transcription by RNA polymerase II","GO:0000122","0.0000043164994607255475","5.364868309010656","870","27","10","19513","ATF4,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,PPARA,HOXD8"
"GO:BP","phosphorus metabolic process","GO:0006793","0.000004469666951855057","5.349724836232769","3338","27","17","19513","XRCC5,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,PPARA,PFKP,PTK2B,DAPK2"
"GO:BP","regulation of cellular metabolic process","GO:0031323","0.000004907643239150104","5.309127015810556","6202","27","22","19513","ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,DAPK2,FOXN1"
"GO:BP","regulation of cellular macromolecule biosynthetic process","GO:2000112","0.000005071044590586825","5.294902570607587","3858","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","response to nitrogen compound","GO:1901698","0.0000051033586545801145","5.292143909184601","1150","27","11","19513","ATF4,TIMP1,CDKN1A,PTEN,CCND1,HDAC1,STAT3,MMP2,TP53,PPARA,PTK2B"
"GO:BP","regulation of transcription, DNA-templated","GO:0006355","0.000005461325746267716","5.26270191876066","3393","27","17","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","negative regulation of macromolecule metabolic process","GO:0010605","0.000005597585074316013","5.251999297119147","2947","27","16","19513","ATF4,XRCC5,TIMP1,CDKN1A,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,CD44,FOXF2,PPARA,HOXD8"
"GO:BP","regulation of transcription by RNA polymerase II","GO:0006357","0.000005934988670218299","5.226580105768593","2152","27","14","19513","ATF4,CDKN1A,YES1,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","positive regulation of multicellular organismal process","GO:0051240","0.000005934988670218299","5.226580105768593","1793","27","13","19513","PPIB,ATF4,XRCC5,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,RB1,PTK2B,FOXN1"
"GO:BP","positive regulation of peptidyl-tyrosine phosphorylation","GO:0050731","0.000006149012974491159","5.211194590587817","190","27","6","19513","YES1,HDAC1,STAT3,TP53,CD44,PTK2B"
"GO:BP","regulation of nucleic acid-templated transcription","GO:1903506","0.000006601195636743222","5.180377396062381","3451","27","17","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","cellular response to radiation","GO:0071478","0.000006601195636743222","5.180377396062381","193","27","6","19513","ATF4,XRCC5,TIMP1,CDKN1A,MMP2,TP53"
"GO:BP","response to lipid","GO:0033993","0.0000066052584695822895","5.18011018339131","925","27","10","19513","XRCC5,CDKN1A,YES1,PTEN,TGFBR2,CCND1,HDAC1,STAT3,PPARA,PTK2B"
"GO:BP","regulation of RNA biosynthetic process","GO:2001141","0.0000066052584695822895","5.18011018339131","3456","27","17","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","lymphocyte activation","GO:0046649","0.000006937322014816285","5.158808146063822","698","27","9","19513","CDKN1A,YES1,TGFBR2,SMAD7,STAT3,TP53,CD44,PTK2B,FOXN1"
"GO:BP","muscle cell proliferation","GO:0033002","0.000006937322014816285","5.158808146063822","196","27","6","19513","XRCC5,CDKN1A,PTEN,TGFBR2,STAT3,MMP2"
"GO:BP","hemopoiesis","GO:0030097","0.000006937322014816285","5.158808146063822","934","27","10","19513","ATF4,XRCC5,TGFBR2,SMAD7,HDAC1,STAT3,TP53,RB1,PTK2B,FOXN1"
"GO:BP","regulation of macromolecule biosynthetic process","GO:0010556","0.000006937322014816285","5.158808146063822","3970","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","regulation of nucleobase-containing compound metabolic process","GO:0019219","0.000007351371112267852","5.133631652622201","3989","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","negative regulation of G1/S transition of mitotic cell cycle","GO:2000134","0.00000763984201923547","5.116915621906464","103","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","cell death","GO:0008219","0.00000763984201923547","5.116915621906464","2217","27","14","19513","ATF4,TIMP1,CDKN1A,PTEN,TGFBR2,DICER1,HDAC1,STAT3,TP53,RB1,CD44,PPARA,PTK2B,DAPK2"
"GO:BP","regulation of developmental growth","GO:0048638","0.000007703474177291017","5.113313368886448","336","27","7","19513","PPIB,CDKN1A,PTEN,TGFBR2,SMAD7,STAT3,PPARA"
"GO:BP","negative regulation of cell cycle G1/S phase transition","GO:1902807","0.000008651217032435354","5.062922792732686","106","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","negative regulation of multicellular organismal process","GO:0051241","0.000008822058272512449","5.054430077894381","1238","27","11","19513","ATF4,TIMP1,PTEN,TGFBR2,DICER1,SMAD7,STAT3,TP53,RB1,PPARA,PTK2B"
"GO:BP","regulation of nitrogen compound metabolic process","GO:0051171","0.000009123842971070941","5.039822197900458","5809","27","21","19513","ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","hematopoietic or lymphoid organ development","GO:0048534","0.000009123842971070941","5.039822197900458","974","27","10","19513","ATF4,XRCC5,TGFBR2,SMAD7,HDAC1,STAT3,TP53,RB1,PTK2B,FOXN1"
"GO:BP","regulation of cell differentiation","GO:0045595","0.000009123842971070941","5.039822197900458","1890","27","13","19513","ATF4,XRCC5,PTEN,TGFBR2,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,PPARA,PTK2B,FOXN1"
"GO:BP","skeletal system development","GO:0001501","0.000009123842971070941","5.039822197900458","522","27","8","19513","PPIB,TIMP1,TGFBR2,SMAD7,MMP2,TP53,CD44,HOXD8"
"GO:BP","transcription, DNA-templated","GO:0006351","0.000009123842971070941","5.039822197900458","3563","27","17","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","growth","GO:0040007","0.000009123842971070941","5.039822197900458","974","27","10","19513","PPIB,CDKN1A,PTEN,TGFBR2,SMAD7,STAT3,TP53,RB1,PPARA,PTK2B"
"GO:BP","protein metabolic process","GO:0019538","0.000009123842971070941","5.039822197900458","5817","27","21","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,DAPK2"
"GO:BP","positive regulation of transcription by RNA polymerase II","GO:0045944","0.000009269428557854218","5.032947038435892","1254","27","11","19513","ATF4,YES1,SMAD7,HDAC1,STAT3,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","nucleobase-containing compound biosynthetic process","GO:0034654","0.000009269428557854218","5.032947038435892","4081","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","regulation of proteolysis","GO:0030162","0.000009392147595725097","5.027235091191723","737","27","9","19513","TIMP1,PTEN,SMAD7,HDAC1,STAT3,TP53,CD44,FOXF2,PTK2B"
"GO:BP","positive regulation of transcription, DNA-templated","GO:0045893","0.000010034723096725422","4.9984946071549095","1576","27","12","19513","ATF4,YES1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","regulation of cellular biosynthetic process","GO:0031326","0.00001041201539042922","4.982465198613748","4120","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","nucleic acid-templated transcription","GO:0097659","0.00001041201539042922","4.982465198613748","3612","27","17","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","neuron death","GO:0070997","0.000010673505974370453","4.97169290248522","361","27","7","19513","ATF4,HDAC1,STAT3,TP53,RB1,PPARA,PTK2B"
"GO:BP","RNA biosynthetic process","GO:0032774","0.000010673505974370453","4.97169290248522","3626","27","17","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","cellular protein metabolic process","GO:0044267","0.000010673505974370453","4.97169290248522","5258","27","20","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PTK2B,DAPK2"
"GO:BP","positive regulation of cell differentiation","GO:0045597","0.000011016346350089817","4.9579624184693385","1005","27","10","19513","XRCC5,PTEN,TGFBR2,DICER1,SMAD7,HDAC1,STAT3,RB1,PTK2B,FOXN1"
"GO:BP","heterocycle biosynthetic process","GO:0018130","0.000011016346350089817","4.9579624184693385","4145","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","aromatic compound biosynthetic process","GO:0019438","0.000011328833685162621","4.945814798889535","4155","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","cellular protein modification process","GO:0006464","0.00001153761736959755","4.93788386796306","4164","27","18","19513","PPIB,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,FOXF2,PTK2B,DAPK2"
"GO:BP","protein modification process","GO:0036211","0.00001153761736959755","4.93788386796306","4164","27","18","19513","PPIB,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,FOXF2,PTK2B,DAPK2"
"GO:BP","response to decreased oxygen levels","GO:0036293","0.000011769989011172284","4.929223942627209","369","27","7","19513","ATF4,PTEN,TGFBR2,MMP2,TP53,PPARA,PTK2B"
"GO:BP","negative regulation of metabolic process","GO:0009892","0.000011791403574066492","4.928434496160956","3189","27","16","19513","ATF4,XRCC5,TIMP1,CDKN1A,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,CD44,FOXF2,PPARA,HOXD8"
"GO:BP","regulation of catalytic activity","GO:0050790","0.000012401002186667858","4.906543215922274","2349","27","14","19513","XRCC5,TIMP1,CDKN1A,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,PTK2B"
"GO:BP","immune system development","GO:0002520","0.000012842465578406945","4.891351589639284","1028","27","10","19513","ATF4,XRCC5,TGFBR2,SMAD7,HDAC1,STAT3,TP53,RB1,PTK2B,FOXN1"
"GO:BP","regulation of biosynthetic process","GO:0009889","0.000012878534359703719","4.89013355900348","4205","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","epithelium development","GO:0060429","0.000012878534359703719","4.89013355900348","1315","27","11","19513","ATF4,CDKN1A,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,TP53,CD44,FOXF2,FOXN1"
"GO:BP","cellular macromolecule metabolic process","GO:0044260","0.000013391505685472476","4.873170589968627","8238","27","24","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,DAPK2,FOXN1"
"GO:BP","regulation of multicellular organismal process","GO:0051239","0.00001349806215754853","4.869728576297002","3232","27","16","19513","PPIB,ATF4,XRCC5,TIMP1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,PPARA,PTK2B,FOXN1"
"GO:BP","regulation of primary metabolic process","GO:0080090","0.00001349806215754853","4.869728576297002","5998","27","21","19513","ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","negative regulation of cellular protein metabolic process","GO:0032269","0.000014170286104358388","4.848621381065898","1045","27","10","19513","ATF4,TIMP1,CDKN1A,PTEN,SMAD7,HDAC1,STAT3,TP53,RB1,CD44"
"GO:BP","positive regulation of RNA biosynthetic process","GO:1902680","0.000014170286104358388","4.848621381065898","1654","27","12","19513","ATF4,YES1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","positive regulation of nucleic acid-templated transcription","GO:1903508","0.000014170286104358388","4.848621381065898","1653","27","12","19513","ATF4,YES1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","regulation of RNA metabolic process","GO:0051252","0.000014170286104358388","4.848621381065898","3730","27","17","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","regulation of gene expression","GO:0010468","0.000015083938420191661","4.82148524925936","4817","27","19","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","organonitrogen compound metabolic process","GO:1901564","0.000016392897912557124","4.785344265698326","6767","27","22","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PFKP,PTK2B,DAPK2"
"GO:BP","regulation of cell death","GO:0010941","0.000016687639846925665","4.7776050817711315","1683","27","12","19513","ATF4,TIMP1,CDKN1A,PTEN,HDAC1,STAT3,TP53,RB1,CD44,PPARA,PTK2B,DAPK2"
"GO:BP","response to UV-A","GO:0070141","0.000017007537417066515","4.76935856490612","14","27","3","19513","TIMP1,CCND1,MMP2"
"GO:BP","organic cyclic compound biosynthetic process","GO:1901362","0.000017059675405413056","4.768029236414631","4305","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","negative regulation of growth","GO:0045926","0.000018940791664700884","4.722601872828743","249","27","6","19513","CDKN1A,PTEN,TGFBR2,TP53,RB1,PPARA"
"GO:BP","cellular response to light stimulus","GO:0071482","0.000019105888062228173","4.71883277103175","133","27","5","19513","ATF4,TIMP1,CDKN1A,MMP2,TP53"
"GO:BP","cellular response to endogenous stimulus","GO:0071495","0.00002040219329985793","4.690323142043551","1392","27","11","19513","ATF4,YES1,PTEN,TGFBR2,SMAD7,HDAC1,STAT3,MMP2,TP53,CD44,PPARA"
"GO:BP","regulation of peptidyl-tyrosine phosphorylation","GO:0050730","0.000020838986186668674","4.681123413215383","254","27","6","19513","YES1,HDAC1,STAT3,TP53,CD44,PTK2B"
"GO:BP","apoptotic signaling pathway","GO:0097190","0.0000208706205341477","4.68046463811472","606","27","8","19513","ATF4,CDKN1A,PTEN,HDAC1,TP53,RB1,CD44,DAPK2"
"GO:BP","macromolecule modification","GO:0043412","0.000021086253633821852","4.676000573920332","4375","27","18","19513","PPIB,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,FOXF2,PTK2B,DAPK2"
"GO:BP","negative regulation of protein metabolic process","GO:0051248","0.000021273726651761895","4.6721564253521075","1104","27","10","19513","ATF4,TIMP1,CDKN1A,PTEN,SMAD7,HDAC1,STAT3,TP53,RB1,CD44"
"GO:BP","cell activation","GO:0001775","0.000021890967831010832","4.659735037227147","1407","27","11","19513","XRCC5,TIMP1,CDKN1A,YES1,TGFBR2,SMAD7,STAT3,TP53,CD44,PTK2B,FOXN1"
"GO:BP","regulation of smooth muscle cell proliferation","GO:0048660","0.000021890967831010832","4.659735037227147","138","27","5","19513","XRCC5,CDKN1A,PTEN,TGFBR2,MMP2"
"GO:BP","positive regulation of RNA metabolic process","GO:0051254","0.00002228038646112895","4.652077280442646","1742","27","12","19513","ATF4,YES1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","regulation of metabolic process","GO:0019222","0.000023023890468259394","4.6378212894752116","6919","27","22","19513","ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,DAPK2,FOXN1"
"GO:BP","smooth muscle cell proliferation","GO:0048659","0.00002305535548813627","4.637228177051352","140","27","5","19513","XRCC5,CDKN1A,PTEN,TGFBR2,MMP2"
"GO:BP","multicellular organismal process","GO:0032501","0.000025316749838632954","4.596592049750614","7715","27","23","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,FOXN1,ABCB5"
"GO:BP","response to ethanol","GO:0045471","0.00002616314464170084","4.582310057807223","144","27","5","19513","PTEN,CCND1,STAT3,PPARA,PTK2B"
"GO:BP","negative regulation of gene expression","GO:0010629","0.00002670906319396746","4.573341344356968","2144","27","13","19513","ATF4,XRCC5,CDKN1A,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,FOXF2,PPARA,HOXD8"
"GO:BP","immune system process","GO:0002376","0.000026892578260862367","4.570367558848164","2975","27","15","19513","PPIB,ATF4,XRCC5,CDKN1A,YES1,TGFBR2,SMAD7,HDAC1,STAT3,TP53,RB1,CD44,PTK2B,DAPK2,FOXN1"
"GO:BP","regulation of cellular catabolic process","GO:0031329","0.00002743103575373455","4.561757793793971","872","27","9","19513","TIMP1,PTEN,SMAD7,STAT3,TP53,FOXF2,PPARA,PTK2B,DAPK2"
"GO:BP","mRNA transcription","GO:0009299","0.000027991202137782783","4.552978449494021","17","27","3","19513","ATF4,STAT3,TP53"
